Type,Vehicle_Type,Vehicle_Segment,Country,Motor_Energy,Year,Units
New Registration,Passenger cars,Passenger cars,North Macedonia,Petrol (excluding hybrids),2024,0.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Petroleum products,2017,0.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Petroleum products,2018,0.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Petroleum products,2019,0.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Petroleum products,2020,0.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Petroleum products,2021,0.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Petroleum products,2022,0.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Petroleum products,2023,0.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Petroleum products,2024,0.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Total,2017,26609.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Total,2018,33072.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Total,2019,39217.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Total,2020,29952.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Total,2021,39427.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Total,2022,28018.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Total,2023,35509.0
New Registration,Passenger cars,Passenger cars,North Macedonia,Total,2024,44151.0
New Registration,Passenger cars,Passenger cars,Norway,Alternative energy,2017,33120.0
New Registration,Passenger cars,Passenger cars,Norway,Alternative energy,2018,46209.0
New Registration,Passenger cars,Passenger cars,Norway,Alternative energy,2019,60320.0
New Registration,Passenger cars,Passenger cars,Norway,Alternative energy,2020,82239.0
New Registration,Passenger cars,Passenger cars,Norway,Alternative energy,2021,116436.0
New Registration,Passenger cars,Passenger cars,Norway,Alternative energy,2022,142531.0
New Registration,Passenger cars,Passenger cars,Norway,Alternative energy,2023,104729.0
New Registration,Passenger cars,Passenger cars,Norway,Alternative energy,2024,114823.0
New Registration,Passenger cars,Passenger cars,Norway,Bi-fuel,2018,0.0
New Registration,Passenger cars,Passenger cars,Norway,Bi-fuel,2019,0.0
New Registration,Passenger cars,Passenger cars,Norway,Bi-fuel,2020,0.0
New Registration,Passenger cars,Passenger cars,Norway,Bi-fuel,2021,0.0
New Registration,Passenger cars,Passenger cars,Norway,Bi-fuel,2022,0.0
New Registration,Passenger cars,Passenger cars,Norway,Bi-fuel,2024,0.0
New Registration,Passenger cars,Passenger cars,Norway,Biodiesel,2018,0.0
New Registration,Passenger cars,Passenger cars,Norway,Biodiesel,2019,0.0
New Registration,Passenger cars,Passenger cars,Norway,Biodiesel,2020,0.0
New Registration,Passenger cars,Passenger cars,Norway,Biodiesel,2021,0.0
New Registration,Passenger cars,Passenger cars,Norway,Biodiesel,2022,0.0
New Registration,Passenger cars,Passenger cars,Norway,Biodiesel,2023,0.0
New Registration,Passenger cars,Passenger cars,Norway,Biodiesel,2024,0.0
New Registration,Passenger cars,Passenger cars,Norway,Bioethanol,2018,0.0
New Registration,Passenger cars,Passenger cars,Norway,Bioethanol,2019,0.0
New Registration,Passenger cars,Passenger cars,Norway,Bioethanol,2020,2.0
New Registration,Passenger cars,Passenger cars,Norway,Bioethanol,2021,0.0
New Registration,Passenger cars,Passenger cars,Norway,Bioethanol,2022,0.0
New Registration,Passenger cars,Passenger cars,Norway,Bioethanol,2023,0.0
New Registration,Passenger cars,Passenger cars,Norway,Bioethanol,2024,0.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel,2017,44498.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel,2018,34305.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel,2019,28398.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel,2020,19709.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel,2021,11972.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel,2022,8148.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel,2023,4936.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel,2024,4477.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel (excluding hybrids),2017,42015.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel (excluding hybrids),2018,32340.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel (excluding hybrids),2019,26871.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel (excluding hybrids),2020,17331.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel (excluding hybrids),2021,9576.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel (excluding hybrids),2022,6968.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel (excluding hybrids),2023,4477.0
New Registration,Passenger cars,Passenger cars,Norway,Diesel (excluding hybrids),2024,4286.0
New Registration,Passenger cars,Passenger cars,Norway,Electricity,2017,33023.0
New Registration,Passenger cars,Passenger cars,Norway,Electricity,2018,46091.0
New Registration,Passenger cars,Passenger cars,Norway,Electricity,2019,60271.0
New Registration,Passenger cars,Passenger cars,Norway,Electricity,2020,82212.0
New Registration,Passenger cars,Passenger cars,Norway,Electricity,2021,116399.0
New Registration,Passenger cars,Passenger cars,Norway,Electricity,2022,142504.0
New Registration,Passenger cars,Passenger cars,Norway,Electricity,2023,104727.0
New Registration,Passenger cars,Passenger cars,Norway,Electricity,2024,114814.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid diesel-electric,2017,28.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid diesel-electric,2018,85.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid diesel-electric,2019,550.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid diesel-electric,2020,706.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid diesel-electric,2021,815.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid diesel-electric,2022,645.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid diesel-electric,2023,459.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid diesel-electric,2024,191.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid electric-petrol,2017,20805.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid electric-petrol,2018,17237.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid electric-petrol,2019,18356.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid electric-petrol,2020,14352.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid electric-petrol,2021,13646.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid electric-petrol,2022,12261.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid electric-petrol,2023,8274.0
New Registration,Passenger cars,Passenger cars,Norway,Hybrid electric-petrol,2024,7530.0
New Registration,Passenger cars,Passenger cars,Norway,Hydrogen and fuel cells,2017,55.0
New Registration,Passenger cars,Passenger cars,Norway,Hydrogen and fuel cells,2018,50.0
New Registration,Passenger cars,Passenger cars,Norway,Hydrogen and fuel cells,2019,29.0
New Registration,Passenger cars,Passenger cars,Norway,Hydrogen and fuel cells,2020,16.0
New Registration,Passenger cars,Passenger cars,Norway,Hydrogen and fuel cells,2021,36.0
New Registration,Passenger cars,Passenger cars,Norway,Hydrogen and fuel cells,2022,27.0
New Registration,Passenger cars,Passenger cars,Norway,Hydrogen and fuel cells,2023,2.0
New Registration,Passenger cars,Passenger cars,Norway,Hydrogen and fuel cells,2024,9.0
New Registration,Passenger cars,Passenger cars,Norway,Liquefied petroleum gases (LPG),2018,0.0
New Registration,Passenger cars,Passenger cars,Norway,Liquefied petroleum gases (LPG),2019,0.0
New Registration,Passenger cars,Passenger cars,Norway,Liquefied petroleum gases (LPG),2020,2.0
New Registration,Passenger cars,Passenger cars,Norway,Liquefied petroleum gases (LPG),2021,0.0
New Registration,Passenger cars,Passenger cars,Norway,Liquefied petroleum gases (LPG),2022,0.0
New Registration,Passenger cars,Passenger cars,Norway,Liquefied petroleum gases (LPG),2023,0.0
New Registration,Passenger cars,Passenger cars,Norway,Liquefied petroleum gases (LPG),2024,0.0
New Registration,Passenger cars,Passenger cars,Norway,Natural gas,2017,37.0
New Registration,Passenger cars,Passenger cars,Norway,Natural gas,2018,60.0
New Registration,Passenger cars,Passenger cars,Norway,Natural gas,2019,17.0
New Registration,Passenger cars,Passenger cars,Norway,Natural gas,2020,7.0
New Registration,Passenger cars,Passenger cars,Norway,Natural gas,2021,0.0
New Registration,Passenger cars,Passenger cars,Norway,Natural gas,2022,0.0
New Registration,Passenger cars,Passenger cars,Norway,Natural gas,2023,0.0
New Registration,Passenger cars,Passenger cars,Norway,Natural gas,2024,0.0
New Registration,Passenger cars,Passenger cars,Norway,Other,2017,5.0
New Registration,Passenger cars,Passenger cars,Norway,Other,2018,8.0
New Registration,Passenger cars,Passenger cars,Norway,Other,2019,3.0
New Registration,Passenger cars,Passenger cars,Norway,Other,2020,0.0
New Registration,Passenger cars,Passenger cars,Norway,Other,2021,1.0
New Registration,Passenger cars,Passenger cars,Norway,Other,2022,0.0
New Registration,Passenger cars,Passenger cars,Norway,Other,2023,0.0
New Registration,Passenger cars,Passenger cars,Norway,Other,2024,0.0
New Registration,Passenger cars,Passenger cars,Norway,Petrol (excluding hybrids),2017,42492.0
New Registration,Passenger cars,Passenger cars,Norway,Petrol (excluding hybrids),2018,36392.0
New Registration,Passenger cars,Passenger cars,Norway,Petrol (excluding hybrids),2019,23294.0
New Registration,Passenger cars,Passenger cars,Norway,Petrol (excluding hybrids),2020,11753.0
New Registration,Passenger cars,Passenger cars,Norway,Petrol (excluding hybrids),2021,3760.0
New Registration,Passenger cars,Passenger cars,Norway,Petrol (excluding hybrids),2022,2284.0
New Registration,Passenger cars,Passenger cars,Norway,Petrol (excluding hybrids),2023,818.0
New Registration,Passenger cars,Passenger cars,Norway,Petrol (excluding hybrids),2024,346.0
New Registration,Passenger cars,Passenger cars,Norway,Petroleum products,2017,90074.0
New Registration,Passenger cars,Passenger cars,Norway,Petroleum products,2018,78323.0
New Registration,Passenger cars,Passenger cars,Norway,Petroleum products,2019,59964.0
New Registration,Passenger cars,Passenger cars,Norway,Petroleum products,2020,52595.0
New Registration,Passenger cars,Passenger cars,Norway,Petroleum products,2021,54209.0
New Registration,Passenger cars,Passenger cars,Norway,Petroleum products,2022,30186.0
New Registration,Passenger cars,Passenger cars,Norway,Petroleum products,2023,19066.0
New Registration,Passenger cars,Passenger cars,Norway,Petroleum products,2024,11353.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid diesel-electric,2017,2455.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid diesel-electric,2018,1880.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid diesel-electric,2019,977.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid diesel-electric,2020,1672.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid diesel-electric,2021,1581.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid diesel-electric,2022,535.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid diesel-electric,2023,200.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid diesel-electric,2024,20.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid petrol-electric,2017,26777.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid petrol-electric,2018,24694.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid petrol-electric,2019,18314.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid petrol-electric,2020,26490.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid petrol-electric,2021,36803.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid petrol-electric,2022,15641.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid petrol-electric,2023,9974.0
New Registration,Passenger cars,Passenger cars,Norway,Plug-in hybrid petrol-electric,2024,3477.0
New Registration,Passenger cars,Passenger cars,Norway,Total,2017,167692.0
New Registration,Passenger cars,Passenger cars,Norway,Total,2018,158837.0
New Registration,Passenger cars,Passenger cars,Norway,Total,2019,148682.0
New Registration,Passenger cars,Passenger cars,Norway,Total,2020,157503.0
New Registration,Passenger cars,Passenger cars,Norway,Total,2021,182618.0
New Registration,Passenger cars,Passenger cars,Norway,Total,2022,180864.0
New Registration,Passenger cars,Passenger cars,Norway,Total,2023,128731.0
New Registration,Passenger cars,Passenger cars,Norway,Total,2024,130653.0
New Registration,Passenger cars,Passenger cars,Poland,Alternative energy,2017,10619.0
New Registration,Passenger cars,Passenger cars,Poland,Alternative energy,2018,8243.0
New Registration,Passenger cars,Passenger cars,Poland,Alternative energy,2019,9964.0
New Registration,Passenger cars,Passenger cars,Poland,Alternative energy,2020,13010.0
New Registration,Passenger cars,Passenger cars,Poland,Alternative energy,2021,20671.0
New Registration,Passenger cars,Passenger cars,Poland,Alternative energy,2022,23534.0
New Registration,Passenger cars,Passenger cars,Poland,Alternative energy,2023,29674.0
New Registration,Passenger cars,Passenger cars,Poland,Alternative energy,2024,33126.0
New Registration,Passenger cars,Passenger cars,Poland,Bi-fuel,2017,0.0
New Registration,Passenger cars,Passenger cars,Poland,Bi-fuel,2018,0.0
New Registration,Passenger cars,Passenger cars,Poland,Bi-fuel,2019,0.0
New Registration,Passenger cars,Passenger cars,Poland,Bi-fuel,2020,0.0
New Registration,Passenger cars,Passenger cars,Poland,Bi-fuel,2021,0.0
New Registration,Passenger cars,Passenger cars,Poland,Bi-fuel,2022,0.0
New Registration,Passenger cars,Passenger cars,Poland,Bi-fuel,2023,0.0
New Registration,Passenger cars,Passenger cars,Poland,Bi-fuel,2024,0.0
New Registration,Passenger cars,Passenger cars,Poland,Biodiesel,2017,0.0
New Registration,Passenger cars,Passenger cars,Poland,Biodiesel,2018,27.0
New Registration,Passenger cars,Passenger cars,Poland,Biodiesel,2019,21.0
New Registration,Passenger cars,Passenger cars,Poland,Biodiesel,2020,34.0
New Registration,Passenger cars,Passenger cars,Poland,Biodiesel,2021,0.0
New Registration,Passenger cars,Passenger cars,Poland,Biodiesel,2022,0.0
New Registration,Passenger cars,Passenger cars,Poland,Biodiesel,2023,0.0
New Registration,Passenger cars,Passenger cars,Poland,Biodiesel,2024,0.0
New Registration,Passenger cars,Passenger cars,Poland,Bioethanol,2017,11.0
New Registration,Passenger cars,Passenger cars,Poland,Bioethanol,2018,22.0
New Registration,Passenger cars,Passenger cars,Poland,Bioethanol,2019,55.0
New Registration,Passenger cars,Passenger cars,Poland,Bioethanol,2020,24.0
New Registration,Passenger cars,Passenger cars,Poland,Bioethanol,2021,0.0
New Registration,Passenger cars,Passenger cars,Poland,Bioethanol,2022,0.0
New Registration,Passenger cars,Passenger cars,Poland,Bioethanol,2023,0.0
New Registration,Passenger cars,Passenger cars,Poland,Bioethanol,2024,0.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel,2017,139474.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel,2018,136952.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel,2019,121385.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel,2020,94592.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel,2021,86455.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel,2022,73990.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel,2023,83234.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel,2024,97953.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel (excluding hybrids),2017,137213.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel (excluding hybrids),2018,133738.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel (excluding hybrids),2019,115838.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel (excluding hybrids),2020,85610.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel (excluding hybrids),2021,71053.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel (excluding hybrids),2022,59875.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel (excluding hybrids),2023,63610.0
New Registration,Passenger cars,Passenger cars,Poland,Diesel (excluding hybrids),2024,72510.0
New Registration,Passenger cars,Passenger cars,Poland,Electricity,2017,508.0
New Registration,Passenger cars,Passenger cars,Poland,Electricity,2018,694.0
New Registration,Passenger cars,Passenger cars,Poland,Electricity,2019,1464.0
New Registration,Passenger cars,Passenger cars,Poland,Electricity,2020,3679.0
New Registration,Passenger cars,Passenger cars,Poland,Electricity,2021,7092.0
New Registration,Passenger cars,Passenger cars,Poland,Electricity,2022,11293.0
New Registration,Passenger cars,Passenger cars,Poland,Electricity,2023,17078.0
New Registration,Passenger cars,Passenger cars,Poland,Electricity,2024,16564.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid diesel-electric,2017,2113.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid diesel-electric,2018,3038.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid diesel-electric,2019,5238.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid diesel-electric,2020,8003.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid diesel-electric,2021,13309.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid diesel-electric,2022,12303.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid diesel-electric,2023,17173.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid diesel-electric,2024,22651.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid electric-petrol,2017,6338.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid electric-petrol,2018,9113.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid electric-petrol,2019,15713.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid electric-petrol,2020,28785.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid electric-petrol,2021,44788.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid electric-petrol,2022,53314.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid electric-petrol,2023,75674.0
New Registration,Passenger cars,Passenger cars,Poland,Hybrid electric-petrol,2024,98947.0
New Registration,Passenger cars,Passenger cars,Poland,Hydrogen and fuel cells,2017,0.0
New Registration,Passenger cars,Passenger cars,Poland,Hydrogen and fuel cells,2018,0.0
New Registration,Passenger cars,Passenger cars,Poland,Hydrogen and fuel cells,2019,0.0
New Registration,Passenger cars,Passenger cars,Poland,Hydrogen and fuel cells,2020,0.0
New Registration,Passenger cars,Passenger cars,Poland,Hydrogen and fuel cells,2021,74.0
New Registration,Passenger cars,Passenger cars,Poland,Hydrogen and fuel cells,2022,41.0
New Registration,Passenger cars,Passenger cars,Poland,Hydrogen and fuel cells,2023,83.0
New Registration,Passenger cars,Passenger cars,Poland,Hydrogen and fuel cells,2024,12.0
New Registration,Passenger cars,Passenger cars,Poland,Liquefied petroleum gases (LPG),2017,10100.0
New Registration,Passenger cars,Passenger cars,Poland,Liquefied petroleum gases (LPG),2018,7500.0
New Registration,Passenger cars,Passenger cars,Poland,Liquefied petroleum gases (LPG),2019,8100.0
New Registration,Passenger cars,Passenger cars,Poland,Liquefied petroleum gases (LPG),2020,9100.0
New Registration,Passenger cars,Passenger cars,Poland,Liquefied petroleum gases (LPG),2021,13500.0
New Registration,Passenger cars,Passenger cars,Poland,Liquefied petroleum gases (LPG),2022,12200.0
New Registration,Passenger cars,Passenger cars,Poland,Liquefied petroleum gases (LPG),2023,12513.0
New Registration,Passenger cars,Passenger cars,Poland,Liquefied petroleum gases (LPG),2024,16550.0
New Registration,Passenger cars,Passenger cars,Poland,Natural gas,2020,27.0
New Registration,Passenger cars,Passenger cars,Poland,Natural gas,2021,5.0
New Registration,Passenger cars,Passenger cars,Poland,Natural gas,2022,0.0
New Registration,Passenger cars,Passenger cars,Poland,Natural gas,2023,0.0
New Registration,Passenger cars,Passenger cars,Poland,Natural gas,2024,0.0
New Registration,Passenger cars,Passenger cars,Poland,Other,2018,0.0
New Registration,Passenger cars,Passenger cars,Poland,Other,2019,324.0
New Registration,Passenger cars,Passenger cars,Poland,Other,2020,146.0
New Registration,Passenger cars,Passenger cars,Poland,Other,2021,0.0
New Registration,Passenger cars,Passenger cars,Poland,Other,2022,0.0
New Registration,Passenger cars,Passenger cars,Poland,Other,2023,0.0
New Registration,Passenger cars,Passenger cars,Poland,Other,2024,0.0
New Registration,Passenger cars,Passenger cars,Poland,Petrol (excluding hybrids),2017,329538.0
New Registration,Passenger cars,Passenger cars,Poland,Petrol (excluding hybrids),2018,377113.0
New Registration,Passenger cars,Passenger cars,Poland,Petrol (excluding hybrids),2019,407613.0
New Registration,Passenger cars,Passenger cars,Poland,Petrol (excluding hybrids),2020,292487.0
New Registration,Passenger cars,Passenger cars,Poland,Petrol (excluding hybrids),2021,291872.0
New Registration,Passenger cars,Passenger cars,Poland,Petrol (excluding hybrids),2022,262875.0
New Registration,Passenger cars,Passenger cars,Poland,Petrol (excluding hybrids),2023,277876.0
New Registration,Passenger cars,Passenger cars,Poland,Petrol (excluding hybrids),2024,312024.0
New Registration,Passenger cars,Passenger cars,Poland,Petroleum products,2017,336320.0
New Registration,Passenger cars,Passenger cars,Poland,Petroleum products,2018,386756.0
New Registration,Passenger cars,Passenger cars,Poland,Petroleum products,2019,424253.0
New Registration,Passenger cars,Passenger cars,Poland,Petroleum products,2020,324792.0
New Registration,Passenger cars,Passenger cars,Poland,Petroleum products,2021,343705.0
New Registration,Passenger cars,Passenger cars,Poland,Petroleum products,2022,324041.0
New Registration,Passenger cars,Passenger cars,Poland,Petroleum products,2023,364350.0
New Registration,Passenger cars,Passenger cars,Poland,Petroleum products,2024,423169.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid diesel-electric,2017,148.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid diesel-electric,2018,176.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid diesel-electric,2019,309.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid diesel-electric,2020,979.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid diesel-electric,2021,2093.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid diesel-electric,2022,1812.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid diesel-electric,2023,2451.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid diesel-electric,2024,2792.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid petrol-electric,2017,444.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid petrol-electric,2018,530.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid petrol-electric,2019,927.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid petrol-electric,2020,3520.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid petrol-electric,2021,7045.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid petrol-electric,2022,7852.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid petrol-electric,2023,10800.0
New Registration,Passenger cars,Passenger cars,Poland,Plug-in hybrid petrol-electric,2024,12198.0
New Registration,Passenger cars,Passenger cars,Poland,Total,2017,490651.0
New Registration,Passenger cars,Passenger cars,Poland,Total,2018,540396.0
New Registration,Passenger cars,Passenger cars,Poland,Total,2019,561153.0
New Registration,Passenger cars,Passenger cars,Poland,Total,2020,432394.0
New Registration,Passenger cars,Passenger cars,Poland,Total,2021,450831.0
New Registration,Passenger cars,Passenger cars,Poland,Total,2022,421565.0
New Registration,Passenger cars,Passenger cars,Poland,Total,2023,477258.0
New Registration,Passenger cars,Passenger cars,Poland,Total,2024,554248.0
New Registration,Passenger cars,Passenger cars,Portugal,Alternative energy,2017,3723.0
New Registration,Passenger cars,Passenger cars,Portugal,Alternative energy,2018,6383.0
New Registration,Passenger cars,Passenger cars,Portugal,Alternative energy,2019,9173.0
New Registration,Passenger cars,Passenger cars,Portugal,Alternative energy,2020,9822.0
New Registration,Passenger cars,Passenger cars,Portugal,Alternative energy,2021,17198.0
New Registration,Passenger cars,Passenger cars,Portugal,Alternative energy,2022,24138.0
New Registration,Passenger cars,Passenger cars,Portugal,Alternative energy,2023,47805.0
New Registration,Passenger cars,Passenger cars,Portugal,Alternative energy,2024,56902.0
New Registration,Passenger cars,Passenger cars,Portugal,Bi-fuel,2017,9.0
New Registration,Passenger cars,Passenger cars,Portugal,Bi-fuel,2018,30.0
New Registration,Passenger cars,Passenger cars,Portugal,Bi-fuel,2019,12.0
New Registration,Passenger cars,Passenger cars,Portugal,Bi-fuel,2020,6.0
New Registration,Passenger cars,Passenger cars,Portugal,Bi-fuel,2021,4.0
New Registration,Passenger cars,Passenger cars,Portugal,Bi-fuel,2022,181.0
New Registration,Passenger cars,Passenger cars,Portugal,Bi-fuel,2023,26.0
New Registration,Passenger cars,Passenger cars,Portugal,Bi-fuel,2024,3.0
New Registration,Passenger cars,Passenger cars,Portugal,Biodiesel,2017,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Biodiesel,2018,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Biodiesel,2019,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Biodiesel,2020,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Biodiesel,2021,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Biodiesel,2022,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Biodiesel,2023,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Biodiesel,2024,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Bioethanol,2017,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Bioethanol,2018,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Bioethanol,2019,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Bioethanol,2020,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Bioethanol,2021,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Bioethanol,2022,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Bioethanol,2023,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Bioethanol,2024,0.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel,2017,139241.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel,2018,124059.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel,2019,91437.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel,2020,51887.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel,2021,38051.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel,2022,33362.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel,2023,29010.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel,2024,24072.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel (excluding hybrids),2017,138712.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel (excluding hybrids),2018,123326.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel (excluding hybrids),2019,89376.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel (excluding hybrids),2020,47564.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel (excluding hybrids),2021,31766.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel (excluding hybrids),2022,27881.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel (excluding hybrids),2023,23900.0
New Registration,Passenger cars,Passenger cars,Portugal,Diesel (excluding hybrids),2024,18261.0
New Registration,Passenger cars,Passenger cars,Portugal,Electricity,2017,1912.0
New Registration,Passenger cars,Passenger cars,Portugal,Electricity,2018,4458.0
New Registration,Passenger cars,Passenger cars,Portugal,Electricity,2019,6880.0
New Registration,Passenger cars,Passenger cars,Portugal,Electricity,2020,7908.0
New Registration,Passenger cars,Passenger cars,Portugal,Electricity,2021,13546.0
New Registration,Passenger cars,Passenger cars,Portugal,Electricity,2022,18426.0
