Type,Vehicle_Type,Vehicle_Segment,Country,Motor_Energy,Year,Units
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Diesel (excluding hybrids),2023,5987.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Diesel (excluding hybrids),2024,5918.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Electricity,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Electricity,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Electricity,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Electricity,2020,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Electricity,2021,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Electricity,2022,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Electricity,2023,10.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Electricity,2024,13.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid diesel-electric,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid diesel-electric,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid diesel-electric,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid diesel-electric,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid diesel-electric,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid diesel-electric,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid diesel-electric,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid diesel-electric,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid electric-petrol,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid electric-petrol,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid electric-petrol,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid electric-petrol,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid electric-petrol,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid electric-petrol,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid electric-petrol,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Hybrid electric-petrol,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Liquefied natural gas (LNG),2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Liquefied natural gas (LNG),2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Liquefied petroleum gases (LPG),2017,3.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Liquefied petroleum gases (LPG),2018,3.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Liquefied petroleum gases (LPG),2019,3.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Liquefied petroleum gases (LPG),2020,2.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Liquefied petroleum gases (LPG),2021,2.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Liquefied petroleum gases (LPG),2022,2.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Liquefied petroleum gases (LPG),2023,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Liquefied petroleum gases (LPG),2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Natural gas,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Natural gas,2018,7.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Natural gas,2019,11.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Natural gas,2020,11.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Natural gas,2021,14.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Natural gas,2022,14.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Natural gas,2023,14.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Natural gas,2024,14.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Other,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Other,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Other,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Other,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Other,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Other,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Other,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Other,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petrol (excluding hybrids),2017,27.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petrol (excluding hybrids),2018,27.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petrol (excluding hybrids),2019,25.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petrol (excluding hybrids),2020,27.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petrol (excluding hybrids),2021,28.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petrol (excluding hybrids),2022,29.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petrol (excluding hybrids),2023,29.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petrol (excluding hybrids),2024,34.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petroleum products,2017,27.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petroleum products,2018,27.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petroleum products,2019,25.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petroleum products,2020,27.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petroleum products,2021,28.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petroleum products,2022,29.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petroleum products,2023,29.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Petroleum products,2024,34.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Total,2017,5543.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Total,2018,5348.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Total,2019,5760.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Total,2020,5841.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Total,2021,5873.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Total,2022,5874.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Total,2023,6041.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Luxembourg,Total,2024,5979.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Alternative energy,2017,9.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Alternative energy,2018,9.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Alternative energy,2019,9.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Alternative energy,2020,11.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Alternative energy,2021,14.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Alternative energy,2022,16.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Alternative energy,2023,16.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Alternative energy,2024,15.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Biodiesel,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Biodiesel,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Biodiesel,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Biodiesel,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Biodiesel,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Biodiesel,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Biodiesel,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Biodiesel,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Bioethanol,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Bioethanol,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Bioethanol,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Bioethanol,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Bioethanol,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Bioethanol,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Bioethanol,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Bioethanol,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Compressed natural gas (CNG),2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Compressed natural gas (CNG),2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel,2017,10774.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel,2018,11083.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel,2019,11494.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel,2020,11886.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel,2021,12121.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel,2022,12372.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel,2023,12762.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel,2024,12981.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel (excluding hybrids),2017,10774.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel (excluding hybrids),2018,11083.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel (excluding hybrids),2019,11494.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel (excluding hybrids),2020,11886.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel (excluding hybrids),2021,12120.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel (excluding hybrids),2022,12371.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel (excluding hybrids),2023,12761.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Diesel (excluding hybrids),2024,12979.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Electricity,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Electricity,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Electricity,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Electricity,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Electricity,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Electricity,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Electricity,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Electricity,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid diesel-electric,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid diesel-electric,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid diesel-electric,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid diesel-electric,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid diesel-electric,2021,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid diesel-electric,2022,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid diesel-electric,2023,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid diesel-electric,2024,2.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid electric-petrol,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid electric-petrol,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid electric-petrol,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid electric-petrol,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid electric-petrol,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid electric-petrol,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid electric-petrol,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Hybrid electric-petrol,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Liquefied natural gas (LNG),2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Liquefied natural gas (LNG),2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Liquefied petroleum gases (LPG),2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Liquefied petroleum gases (LPG),2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Liquefied petroleum gases (LPG),2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Liquefied petroleum gases (LPG),2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Liquefied petroleum gases (LPG),2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Liquefied petroleum gases (LPG),2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Liquefied petroleum gases (LPG),2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Liquefied petroleum gases (LPG),2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Natural gas,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Natural gas,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Natural gas,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Natural gas,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Natural gas,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Natural gas,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Natural gas,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Natural gas,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Other,2017,9.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Other,2018,9.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Other,2019,9.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Other,2020,11.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Other,2021,14.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Other,2022,16.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Other,2023,16.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Other,2024,15.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petrol (excluding hybrids),2017,37.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petrol (excluding hybrids),2018,34.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petrol (excluding hybrids),2019,35.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petrol (excluding hybrids),2020,42.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petrol (excluding hybrids),2021,43.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petrol (excluding hybrids),2022,44.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petrol (excluding hybrids),2023,44.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petrol (excluding hybrids),2024,46.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petroleum products,2017,37.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petroleum products,2018,34.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petroleum products,2019,35.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petroleum products,2020,42.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petroleum products,2021,43.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petroleum products,2022,44.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petroleum products,2023,44.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Petroleum products,2024,46.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Total,2017,10820.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Total,2018,11126.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Total,2019,11538.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Total,2020,11939.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Total,2021,12178.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Total,2022,12432.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Total,2023,12822.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Malta,Total,2024,13042.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Moldova,Total,2020,60365.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Moldova,Total,2021,62789.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Moldova,Total,2022,64330.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Moldova,Total,2023,65647.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Moldova,Total,2024,67609.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Alternative energy,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Biodiesel,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Bioethanol,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel,2017,2599.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel,2018,2717.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel,2019,2747.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel,2020,2662.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel,2021,2765.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel,2022,2760.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel (excluding hybrids),2017,2599.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel (excluding hybrids),2018,2717.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel (excluding hybrids),2019,2747.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel (excluding hybrids),2020,2662.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel (excluding hybrids),2021,2765.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Diesel (excluding hybrids),2022,2760.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Electricity,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Hybrid diesel-electric,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Hybrid electric-petrol,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Hybrid electric-petrol,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Hybrid electric-petrol,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Hybrid electric-petrol,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Hybrid electric-petrol,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Liquefied petroleum gases (LPG),2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Natural gas,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Other,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petrol (excluding hybrids),2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petrol (excluding hybrids),2018,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petrol (excluding hybrids),2019,20.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petrol (excluding hybrids),2020,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petrol (excluding hybrids),2021,9.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petrol (excluding hybrids),2022,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petroleum products,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petroleum products,2018,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petroleum products,2019,20.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petroleum products,2020,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petroleum products,2021,9.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Petroleum products,2022,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Total,2017,2599.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Total,2018,2718.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Total,2019,2767.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Total,2020,2663.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Total,2021,2774.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Total,2022,2761.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Montenegro,Total,2024,2800.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Alternative energy,2017,559.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Alternative energy,2018,535.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Alternative energy,2019,599.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Alternative energy,2020,578.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Alternative energy,2021,649.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Alternative energy,2022,720.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Alternative energy,2023,1602.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Alternative energy,2024,2013.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Biodiesel,2017,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Biodiesel,2018,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Biodiesel,2019,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Biodiesel,2020,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Biodiesel,2021,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Biodiesel,2022,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Biodiesel,2023,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Biodiesel,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Bioethanol,2017,3.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Bioethanol,2018,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Bioethanol,2019,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Bioethanol,2020,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Bioethanol,2021,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Bioethanol,2022,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Bioethanol,2023,1.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Bioethanol,2024,0.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Compressed natural gas (CNG),2017,176.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Compressed natural gas (CNG),2018,171.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel,2017,61150.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel,2018,60384.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel,2019,60428.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel,2020,59518.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel,2021,59481.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel,2022,59367.0
Vehicle in Operation,Lorries,Lorries > 3.5 tonnes,Netherlands,Diesel,2023,59193.0
